w_hedge, r_hedge, skewness, kurtosis, sharpe
0.008750, -0.014653, 0.333795, -0.963922, -19.887024
0.011073, 0.014425, 0.399615, -0.868363, -20.430157
0.010960, 0.022301, 0.466751, -0.753905, -20.971429
0.011096, 0.030899, 0.527488, -0.640861, -21.371115
0.011235, -0.024668, 0.594403, -0.533794, -21.720444
0.009097, 0.050826, 4.487110, 26.137653, -11.054111
0.009789, -0.027742, 4.525731, 26.408736, -11.133893
0.011345, 0.048913, 4.567020, 26.699442, -11.220427
0.011404, 0.030767, 4.445500, 25.603080, -11.047099
0.011896, 0.015208, 4.525227, 26.400510, -11.159973
0.014466, 0.023819, 4.245319, 23.654039, -10.748450
0.016473, -0.065088, 4.138664, 22.733266, -10.589828
0.013878, 0.045079, 4.015543, 21.790582, -10.329442
0.014885, 0.008130, 4.012106, 21.756051, -10.334615
0.019236, -0.009261, 4.004440, 21.667683, -10.354584
0.017105, 0.007583, 4.011578, 21.644449, -10.428959
0.015446, 0.023645, 4.017942, 21.614024, -10.506622
0.013729, -0.032482, 4.022956, 21.599425, -10.552377
0.014213, 0.071430, 3.823543, 19.900247, -10.232656
0.013095, -0.009648, 3.881712, 20.362473, -10.324407
0.007802, 0.024307, 4.165333, 19.111047, -6.283884
0.008514, 0.024487, 3.512811, 12.595589, -5.086682
0.007675, 0.019812, 3.129665, 9.666655, -4.508993
0.006703, -0.012740, 2.979089, 8.829069, -4.271356
0.005700, 0.066087, 2.962166, 8.520354, -2.883451
0.005810, 0.197742, 2.966112, 8.527824, -2.917031
0.003144, 0.102115, 2.628707, 6.185054, -2.288519
0.000609, 0.002209, 7.070929, 50.089265, 0.509665
0.000097, -0.012656, 5.373226, 29.089819, 0.969257
0.000119, 0.009066, 5.237066, 27.978928, 1.100362
0.000247, -0.087792, 4.150809, 16.418947, 1.497919
0.000222, -0.003153, 4.144006, 16.384799, 1.537244
0.000356, 0.081181, 4.101088, 16.133769, 1.629372
0.000346, 0.007326, 3.871507, 14.567601, 1.827884
0.000344, -0.024520, 3.872507, 14.574580, 1.837443
0.000299, -0.055475, 3.364841, 10.641332, 2.121432
0.000320, 0.010500, 3.327399, 10.465074, 2.221444
0.000382, 0.039080, 3.297984, 10.332472, 2.313059
0.000361, 0.023173, 3.238745, 10.042062, 2.436228
0.000502, 0.000312, 2.825791, 8.902044, 2.128346
0.000513, -0.006886, 2.811718, 8.824948, 2.079202
0.000521, 0.034054, 2.788811, 8.708403, 2.013537
0.000515, 0.004674, 2.781782, 8.665030, 1.979899
0.000546, 0.000316, 2.774972, 8.622559, 1.946323
0.000564, -0.028476, 2.767715, 8.577073, 1.909882
0.000586, 0.008837, 2.761800, 8.537970, 1.876027
0.000483, 0.023178, 2.550365, 7.849099, 1.650777
0.000514, 0.022413, 2.302482, 7.095259, 1.399310
0.000558, 0.035628, 2.241376, 6.811023, 1.260601
0.000561, -0.003433, 2.240884, 6.785420, 1.226372
0.000581, 0.017288, 2.239357, 6.751153, 1.185054
0.000577, 0.023183, 2.235985, 6.692528, 1.115314
0.000599, -0.002784, 2.228882, 6.621780, 1.048346
0.000638, 0.023383, 2.222357, 6.551075, 0.976982
0.000624, -0.003035, 2.216024, 6.481119, 0.904860
0.000651, 0.016938, 2.208596, 6.407483, 0.832529
0.000642, 0.014350, 2.202380, 6.339827, 0.762222
0.000663, 0.012271, 2.180223, 6.201862, 0.659839
0.000687, 0.013169, 2.158779, 6.066724, 0.556498
0.000701, 0.047876, 2.154599, 6.005019, 0.481587
0.000716, -0.058290, 2.145630, 5.920484, 0.393804
