w_hedge, r_hedge, skewness, kurtosis, sharpe
0.014851, -0.026876, -0.341200, -1.603669, -1.755633
0.012417, -0.008016, -0.390285, -1.553755, -1.627366
0.010447, -0.065229, -0.452582, -1.481257, -1.446209
0.013744, -0.031028, -0.513307, -1.396127, -1.269830
0.013721, 0.018689, -0.538338, -1.334716, -1.178117
0.015611, 0.034204, -0.571965, -1.252912, -1.049641
0.016224, 0.002741, -0.597370, -1.176401, -0.925904
0.010431, -0.081703, -0.626417, -1.089031, -0.756214
0.004983, -0.029066, -0.651686, -0.998935, -0.595642
0.001518, -0.009943, -0.661828, -0.931929, -0.429788
-0.000164, -0.111058, -0.670715, -0.861031, -0.254689
-0.004609, -0.186451, -0.671944, -0.800110, -0.075629
-0.001118, -0.133522, -0.718945, -0.700200, 0.319896
-0.011683, 0.119519, -0.713228, -0.644862, 0.550410
-0.015091, -0.088494, -0.728519, -0.553899, 0.867306
-0.002401, -0.135014, -0.851444, -0.103635, 0.762762
-0.017574, 0.149724, -0.874418, -0.047731, 0.727808
-0.031290, 0.105124, -0.859796, -0.004931, 0.835304
-0.031261, 0.105759, -0.902663, 0.243887, 1.098563
-0.026333, -0.025419, -0.919914, 0.440226, 1.282964
-0.036537, 0.080619, -0.984571, 0.735275, 1.726857
-0.037626, -0.007914, -1.079470, 1.076683, 2.062342
-0.045294, 0.035254, -1.115698, 1.243946, 2.410685
-0.045541, 0.010871, -1.201708, 1.497647, 2.706527
-0.047616, 0.073210, -1.258228, 1.748868, 2.853499
-0.048676, -0.006862, -1.295237, 1.944078, 2.956903
-0.045490, -0.032720, -1.260526, 1.705856, 2.827384
-0.045813, 0.019768, -1.309472, 1.848335, 2.939648
-0.045830, 0.066040, -1.307819, 1.843360, 2.936035
-0.044707, -0.000478, -1.249169, 1.621475, 2.798030
-0.045688, -0.085581, -1.220136, 1.562961, 2.726147
-0.046945, -0.011552, -1.153580, 1.401141, 2.551435
-0.055412, 0.146618, -1.065147, 0.961590, 2.117548
-0.057314, 0.003098, -0.977781, 0.647903, 1.738877
-0.035924, 0.094171, -0.971810, 0.453986, 1.196308
-0.037205, 0.060679, -0.949195, 0.262079, 0.694764
-0.023590, 0.011392, -0.954047, 0.184431, 0.187723
-0.018727, 0.073464, -0.925942, 0.023564, -0.265702
-0.015769, 0.043008, -0.859108, -0.195140, -0.644548
-0.007018, 0.015669, -0.824893, -0.337962, -1.060921
-0.001669, 0.004855, -0.753340, -0.514732, -1.397048
-0.000302, 0.040802, -0.713120, -0.616141, -1.734296
0.000864, -0.036346, -0.671022, -0.714863, -2.081119
0.005223, 0.003252, -0.609447, -0.841033, -2.393437
0.000745, -0.034282, -0.569721, -0.908790, -2.700335
0.001369, -0.070930, -0.526622, -0.978248, -3.013137
-0.001509, -0.103199, -0.469984, -1.066683, -3.329504
-0.005494, 0.097327, -0.406370, -1.148797, -3.629841
-0.011756, 0.019412, -0.341483, -1.216421, -3.926900
-0.005940, 0.007099, -0.278316, -1.254303, -4.214056
-0.004531, 0.064949, -0.216332, -1.294951, -4.526095
-0.003768, 0.043118, -0.155504, -1.326138, -4.842841
0.000365, 0.018186, -0.096931, -1.347656, -5.169984
0.002459, -0.019564, -0.047331, -1.357408, -5.511968
0.003908, -0.109571, 0.004764, -1.361950, -5.867714
0.003551, 0.075182, 0.058997, -1.358637, -6.239960
-0.001499, 0.008516, 0.111449, -1.347912, -6.627716
0.002618, 0.027000, 0.167265, -1.324012, -6.982015
0.002488, 0.030409, 0.225494, -1.290019, -7.344914
0.003854, -0.006205, 0.286155, -1.245240, -7.696412
0.005360, -0.000808, 0.352309, -1.194854, -7.996270
0.005037, 0.016173, 0.418640, -1.141524, -8.265012
0.004921, 0.055836, 0.488036, -1.061880, -8.597156
0.005597, -0.012720, 0.556448, -0.974798, -8.916554
0.008527, 0.015261, 0.605191, -0.946532, -9.062363
0.008187, 0.023534, 0.663155, -0.891019, -9.253276
0.008560, 0.001531, 0.718402, -0.837023, -9.424425
0.009208, -0.024729, 0.782341, -0.751459, -9.648824
0.009217, 0.049472, 0.845768, -0.662025, -9.863843
0.009043, -0.033456, 0.907132, -0.572676, -10.064271
0.010957, 0.042009, 0.972136, -0.466160, -10.281743
0.009878, 0.021591, 1.037867, -0.350647, -10.501357
0.010031, 0.008737, 1.115027, -0.131797, -11.264731
0.011688, 0.016452, 1.197883, 0.058507, -11.569312
0.011805, -0.062459, 1.301494, 0.360706, -12.063759
0.009282, 0.048023, 1.299817, 0.356518, -12.062953
0.009889, 0.011496, 1.303743, 0.351871, -12.081364
0.013115, -0.005172, 1.355324, 0.455731, -12.239711
0.013255, 0.009248, 1.463472, 0.797432, -12.722454
0.012541, 0.013197, 1.554816, 1.075638, -13.069089
0.014105, -0.039056, 1.667492, 1.546435, -14.261923
0.014316, 0.016040, 1.807402, 2.189939, -15.466191
0.014696, -0.049368, 1.806026, 2.075505, -17.736013
0.015180, -0.000162, 1.819669, 1.990573, -20.222015
0.013898, 0.007830, 1.982685, 2.765549, -21.884395
0.013908, -0.019665, 2.174347, 3.771596, -23.502970
0.013629, -0.019064, 2.339457, 4.598278, -24.337307
0.013233, 0.040703, 2.454146, 5.445537, -28.082956
0.012785, -0.025508, 2.639745, 6.931991, -32.398035
0.013651, 0.020618, 2.969394, 9.695946, -36.209717
0.013246, -0.011398, 2.641509, 8.719894, -45.152690
0.013705, -0.023419, 1.761147, 3.278269, -59.567236
0.014894, -0.002533, 1.829241, 4.185147, -65.451455
0.014892, -0.091741, 1.204173, 0.894148, -74.160832
0.013096, -0.004032, 1.289192, 1.346286, -77.262135
0.013325, 0.075549, 2.988530, 12.280369, -56.045638
0.012128, -0.000446, 3.799693, 16.809819, -37.342501
0.012545, -0.024316, 3.479979, 14.178432, -35.887336
0.012730, -0.056604, 3.150253, 10.170090, -30.330397
0.011757, 0.005556, 2.876252, 7.734510, -25.399918
0.011321, 0.045937, 2.608960, 5.788180, -23.052859
0.011335, 0.024796, 2.390462, 4.653959, -22.081053
0.011296, 0.002768, 2.180889, 3.479487, -19.871574
0.010522, -0.007484, 1.983550, 2.511779, -18.444585
0.011750, 0.031832, 1.813410, 1.765562, -17.268844
0.011769, 0.000697, 1.685427, 1.306940, -16.707823
0.013241, -0.004097, 1.590358, 1.022293, -16.368812
0.015243, -0.024352, 1.539982, 0.900378, -16.221689
0.017949, 0.021819, 1.488567, 0.773969, -16.066275
0.016111, 0.028297, 1.398681, 0.469985, -15.621357
0.015907, 0.025612, 1.340092, 0.305260, -14.298183
0.016066, 0.034033, 1.231663, -0.034920, -13.567694
0.014636, 0.008992, 1.132064, -0.318698, -12.832477
0.014061, 0.029368, 1.054912, -0.476210, -12.555054
0.013626, 0.028453, 1.183644, 0.269002, -10.976680
0.013703, 0.009737, 1.195484, 0.351848, -9.778882
0.016991, 0.034890, 1.093953, 0.051005, -9.301834
0.014643, 0.002403, 1.077592, 0.016291, -8.349400
0.014153, 0.022650, 0.995571, -0.235071, -7.730664
0.013562, 0.022757, 0.910706, -0.420027, -7.397982
0.012794, 0.017587, 0.834402, -0.558246, -7.126738
0.012986, 0.025311, 0.751968, -0.726147, -6.752142
0.013129, 0.056936, 0.677502, -0.841193, -6.474957
0.012130, -0.051984, 0.626990, -0.933604, -5.931545
