w_hedge, r_hedge, skewness, kurtosis, sharpe
-0.004428, 0.027795, 0.963386, -0.321595, 2.332176
-0.004570, -0.002587, 0.875312, -0.522288, 2.569687
-0.006009, 0.047125, 0.871024, -0.483190, 2.858886
-0.005924, -0.027397, 0.798388, -0.660528, 3.132418
-0.006814, -0.001946, 0.720909, -0.793529, 3.373111
-0.006484, -0.002012, 0.647569, -0.932523, 3.652212
-0.006354, -0.031873, 0.579374, -1.050085, 3.927046
-0.006222, 0.016980, 0.513719, -1.150026, 4.204543
-0.005159, 0.032404, 0.446720, -1.235904, 4.494879
-0.005868, 0.034047, 0.415212, -1.256468, 4.802128
-0.007482, 0.026942, 1.316241, 2.986187, 4.761376
-0.007992, -0.096688, 1.231916, 2.575129, 5.065501
-0.008533, 0.027150, 1.155881, 2.271335, 5.371120
-0.006076, -0.064920, 1.103402, 1.786359, 5.635288
-0.006786, 0.001569, 1.027820, 1.431365, 5.925945
-0.005857, -0.012038, 0.978598, 1.368232, 6.210484
-0.005961, 0.004657, 0.915571, 1.240143, 6.500495
-0.005700, 0.030852, 0.894168, 0.947350, 6.728655
-0.005825, 0.028928, 0.845003, 0.667259, 6.985914
-0.006691, -0.009868, 1.158250, 1.672716, 6.910041
-0.007057, -0.028588, 1.128839, 1.659595, 7.210636
-0.007009, 0.011901, 1.075749, 1.533424, 7.529747
-0.006791, -0.016060, 1.052016, 1.549222, 7.842564
-0.006863, -0.151993, 1.057457, 1.650431, 8.133525
-0.006761, -0.005433, 1.049147, 1.717363, 8.464888
-0.005297, 0.070828, 1.023875, 1.704327, 8.838398
-0.005273, 0.046932, 0.976873, 1.548712, 9.204055
-0.006194, 0.028875, 0.930425, 1.359257, 9.569408
-0.006505, 0.000684, 0.928962, 1.440763, 9.965937
-0.006834, -0.045810, 0.902026, 1.386972, 10.389325
-0.006882, 0.018476, 0.882566, 1.346523, 10.840387
-0.006483, 0.012752, 0.883952, 1.407783, 11.316258
-0.006662, -0.063599, 0.868647, 1.369196, 11.793008
-0.006799, 0.022834, 0.836070, 1.178732, 12.177407
-0.006104, -0.027930, 0.810264, 1.023080, 12.602903
-0.006333, -0.035984, 0.795112, 0.989327, 13.102755
-0.006039, -0.029170, 0.782129, 0.858529, 13.584423
-0.005599, 0.034495, 0.820650, 0.685746, 13.759116
-0.005415, 0.015919, 0.822354, 0.715773, 14.293569
-0.005638, 0.065377, 0.834237, 0.769478, 14.854045
-0.005769, -0.067213, 0.872123, 0.894295, 15.317897
-0.006147, -0.008133, 0.901459, 1.004547, 15.869803
-0.005921, 0.061633, 0.960108, 1.124959, 16.254963
-0.005875, -0.048304, 1.010930, 1.241018, 16.606977
-0.005970, -0.033834, 1.052957, 1.305562, 16.813230
-0.005818, 0.027712, 1.090343, 1.346892, 16.966506
-0.005709, -0.033727, 1.136197, 1.425099, 17.203391
-0.005781, 0.026768, 1.145835, 1.437849, 17.245218
-0.005604, -0.058775, 1.130137, 1.413858, 17.171279
-0.005723, -0.022629, 1.127387, 1.409965, 17.158866
-0.005532, -0.066342, 1.097542, 1.350083, 16.986426
-0.005589, 0.010985, 1.065682, 1.253113, 16.699924
-0.005357, 0.020416, 1.040580, 1.196001, 16.534274
-0.005298, -0.091605, 1.010517, 1.089665, 16.190327
-0.005291, -0.076986, 0.948018, 0.956291, 15.723971
-0.005214, 0.097518, 0.907197, 0.835185, 15.221638
-0.005102, -0.024992, 0.854167, 0.716641, 14.795297
-0.005124, -0.023953, 0.798608, 0.599152, 14.351502
-0.005128, -0.017896, 0.733402, 0.515066, 13.998888
-0.005121, -0.059959, 0.674240, 0.444269, 13.688215
-0.005238, -0.086851, 0.617689, 0.359386, 13.340951
-0.005214, 0.040751, 0.565537, 0.262554, 12.955340
-0.005024, 0.030540, 0.562013, 0.173536, 12.495081
-0.005052, 0.016849, 0.543525, 0.075582, 12.079856
